R1_input,R2_input,R3_input,R1_top,R2_top,R3_top,R1_bot,R2_bot,R3_bot
crRNA0660:997-1019_FirstOrder_04,1247,324,1073,42,332,1201,963,1526,928
crRNA0660:997-1019_FirstOrder_05,1330,279,895,116,497,1038,1017,1186,1001
crRNA0660:997-1019_FirstOrder_06,1067,262,957,28,35,1147,792,900,955
crRNA0660:997-1019_FirstOrder_07,966,360,896,47,318,876,916,1252,886
crRNA0660:997-1019_FirstOrder_08,1211,421,855,99,216,848,649,1045,996
crRNA0660:997-1019_FirstOrder_09,1126,442,1074,135,332,1175,1146,1150,1008
crRNA0660:997-1019_FirstOrder_10,1121,303,1029,84,441,1139,824,1226,1170
crRNA0660:997-1019_FirstOrder_11,1173,318,951,186,393,889,692,1139,998
crRNA0660:997-1019_FirstOrder_12,1074,268,892,81,179,757,1048,1262,919
crRNA0660:997-1019_FirstOrder_13,1282,240,1113,53,171,1027,1221,1558,1307
crRNA0660:997-1019_FirstOrder_14,1442,406,1217,130,594,1145,1327,1509,1259
crRNA0660:997-1019_FirstOrder_15,1025,357,963,2,297,1005,735,1284,858
crRNA0660:997-1019_FirstOrder_16,632,177,538,22,182,428,297,681,618
crRNA0660:997-1019_FirstOrder_17,947,266,769,82,487,750,745,1017,830
crRNA0660:997-1019_FirstOrder_18,937,398,717,105,500,712,593,1130,983
crRNA0660:997-1019_FirstOrder_19,1187,334,1066,34,347,997,1201,1383,1076
crRNA0660:997-1019_FirstOrder_20,1314,239,1054,108,630,1059,899,1259,1005
crRNA0660:997-1019_FirstOrder_21,1038,200,814,60,239,657,745,1326,968
crRNA0660:997-1019_FirstOrder_22,880,221,847,109,87,864,794,1065,917
crRNA0660:997-1019_FirstOrder_23,951,296,785,94,396,824,699,1003,965
crRNA0672:1012-1034_FirstOrder_01,1291,422,894,191,985,1783,579,650,572
crRNA0672:1012-1034_FirstOrder_02,1300,377,1154,328,1453,2972,384,341,505
crRNA0672:1012-1034_FirstOrder_03,1214,261,912,306,563,2675,312,468,421
crRNA0672:1012-1034_FirstOrder_04,742,130,658,105,1140,1089,164,459,340
crRNA0672:1012-1034_FirstOrder_05,1272,285,1016,268,728,2337,378,721,600
crRNA0672:1012-1034_FirstOrder_06,1176,337,932,91,826,2049,451,534,527
crRNA0672:1012-1034_FirstOrder_07,874,143,770,79,508,1413,259,369,380
crRNA0672:1012-1034_FirstOrder_08,1036,220,816,45,498,1192,401,881,580
crRNA0672:1012-1034_FirstOrder_09,748,240,609,63,238,1095,155,289,260
crRNA0672:1012-1034_FirstOrder_10,804,191,654,91,601,1224,492,300,547
crRNA0672:1012-1034_FirstOrder_11,1059,250,771,58,469,1394,379,470,561
crRNA0672:1012-1034_FirstOrder_12,1087,240,1002,141,457,1888,464,715,668
crRNA0672:1012-1034_FirstOrder_13,1029,216,702,61,412,934,199,556,620
crRNA0672:1012-1034_FirstOrder_14,1052,278,842,147,414,1672,394,547,555
crRNA0672:1012-1034_FirstOrder_15,1068,241,944,137,367,1316,555,698,605
crRNA0672:1012-1034_FirstOrder_16,985,191,792,22,449,790,448,823,888
crRNA0672:1012-1034_FirstOrder_17,895,267,722,71,152,781,536,1110,732
crRNA0672:1012-1034_FirstOrder_18,976,212,713,45,99,651,423,1183,772
crRNA0672:1012-1034_FirstOrder_19,941,206,695,81,196,644,483,891,740
crRNA0672:1012-1034_FirstOrder_20,993,214,815,65,206,853,434,861,749
crRNA0672:1012-1034_FirstOrder_21,1216,249,869,125,296,977,410,910,992
crRNA0672:1012-1034_FirstOrder_22,800,183,580,73,253,822,257,571,687
crRNA0672:1012-1034_FirstOrder_23,792,157,650,46,192,966,235,547,592
crRNA0688:1053-1075_FirstOrder_01,1636,509,1064,148,457,1307,1112,1526,1177
crRNA0688:1053-1075_FirstOrder_02,722,114,658,55,199,866,479,647,595
crRNA0688:1053-1075_FirstOrder_03,1177,220,940,31,168,1370,672,1200,936
crRNA0688:1053-1075_FirstOrder_04,991,367,846,28,133,1030,689,890,651
crRNA0688:1053-1075_FirstOrder_05,1449,340,1107,42,240,1471,680,1236,937
crRNA0688:1053-1075_FirstOrder_06,1217,406,967,16,964,1148,1041,1483,965
crRNA0688:1053-1075_FirstOrder_07,1014,294,1138,105,351,1256,746,1104,921
crRNA0688:1053-1075_FirstOrder_08,1212,520,984,142,979,1356,561,1185,663
crRNA0688:1053-1075_FirstOrder_09,1289,500,1065,68,539,1333,870,1035,786
crRNA0688:1053-1075_FirstOrder_10,1357,342,1144,91,434,1368,595,1384,901
crRNA0688:1053-1075_FirstOrder_11,973,206,914,63,218,1100,786,952,717
crRNA0688:1053-1075_FirstOrder_12,1047,269,842,85,431,1204,653,1079,822
crRNA0688:1053-1075_FirstOrder_13,1387,300,1105,50,349,1396,665,1345,996
crRNA0688:1053-1075_FirstOrder_14,1203,224,1099,25,464,1225,744,1053,839
crRNA0688:1053-1075_FirstOrder_15,1218,246,1056,9,585,1119,670,1532,1134
crRNA0688:1053-1075_FirstOrder_16,1081,373,947,76,123,838,763,1015,969
crRNA0688:1053-1075_FirstOrder_17,1061,301,828,21,254,821,556,929,899
crRNA0688:1053-1075_FirstOrder_18,1147,282,973,102,414,1064,683,1078,822
crRNA0688:1053-1075_FirstOrder_19,1049,291,823,79,509,989,820,1018,1013
crRNA0688:1053-1075_FirstOrder_20,957,201,975,71,177,962,545,1193,955
crRNA0688:1053-1075_FirstOrder_21,1403,348,1214,90,403,1010,986,1692,1529
crRNA0688:1053-1075_FirstOrder_22,1000,211,817,56,91,947,764,901,741
crRNA0688:1053-1075_FirstOrder_23,981,286,774,86,524,941,530,878,613
crRNA0742:1116-1138_FirstOrder_01,1124,198,864,190,588,2517,261,603,473
crRNA0742:1116-1138_FirstOrder_02,834,190,814,234,184,1829,218,487,335
crRNA0742:1116-1138_FirstOrder_03,1104,286,983,141,1083,2441,302,476,488
crRNA0742:1116-1138_FirstOrder_04,1243,315,1004,215,810,2447,368,733,444
crRNA0742:1116-1138_FirstOrder_05,1343,242,992,278,497,1845,443,710,678
crRNA0742:1116-1138_FirstOrder_06,621,169,712,29,287,832,456,601,617
crRNA0742:1116-1138_FirstOrder_07,1046,271,1039,92,511,1831,288,676,686
crRNA0742:1116-1138_FirstOrder_08,667,106,576,2,156,602,282,616,495
crRNA0742:1116-1138_FirstOrder_09,1050,209,947,97,376,1082,557,1108,707
crRNA0742:1116-1138_FirstOrder_10,1409,289,1103,69,305,1160,655,1241,948
crRNA0742:1116-1138_FirstOrder_11,1247,336,1120,132,663,2168,506,758,738
crRNA0742:1116-1138_FirstOrder_12,1280,469,1045,108,340,1963,685,1024,899
crRNA0742:1116-1138_FirstOrder_13,809,189,637,93,430,614,599,886,666
crRNA0742:1116-1138_FirstOrder_14,1146,290,969,162,549,1608,653,854,698
crRNA0742:1116-1138_FirstOrder_15,1306,299,1101,51,294,1130,776,1024,782
crRNA0742:1116-1138_FirstOrder_16,1630,334,1104,89,637,1334,1313,1617,1359
crRNA0742:1116-1138_FirstOrder_17,1196,261,1188,66,509,976,943,1415,1219
crRNA0742:1116-1138_FirstOrder_18,919,208,729,56,588,773,795,1195,861
crRNA0742:1116-1138_FirstOrder_19,1055,248,780,16,262,715,447,960,835
crRNA0742:1116-1138_FirstOrder_20,874,227,715,59,147,909,429,792,590
crRNA0742:1116-1138_FirstOrder_21,1167,233,1020,114,288,1671,641,855,618
crRNA0742:1116-1138_FirstOrder_22,1055,160,1083,67,313,1534,376,1010,808
crRNA0742:1116-1138_FirstOrder_23,1063,173,801,171,204,2236,225,630,445
crRNA0778:1158-1180_FirstOrder_01,1209,233,806,25,221,786,401,880,906
crRNA0778:1158-1180_FirstOrder_02,1217,227,1038,69,482,1080,638,1201,1233
crRNA0778:1158-1180_FirstOrder_03,1388,350,1202,68,475,1339,881,1340,1332
crRNA0778:1158-1180_FirstOrder_04,1125,241,1108,98,397,910,813,1329,1123
crRNA0778:1158-1180_FirstOrder_05,1144,232,904,108,370,855,703,1389,1124
crRNA0778:1158-1180_FirstOrder_06,1304,312,944,57,159,891,782,1328,1035
crRNA0778:1158-1180_FirstOrder_07,1159,236,991,49,391,987,580,1240,1159
crRNA0778:1158-1180_FirstOrder_08,1309,361,892,109,487,868,651,1413,855
crRNA0778:1158-1180_FirstOrder_09,1233,226,987,43,273,721,724,1625,1120
crRNA0778:1158-1180_FirstOrder_10,1432,357,941,11,178,885,904,1537,1080
crRNA0778:1158-1180_FirstOrder_11,1261,217,1032,106,451,846,651,1464,1130
crRNA0778:1158-1180_FirstOrder_12,1160,236,1012,21,306,896,603,1127,1063
crRNA0778:1158-1180_FirstOrder_13,927,139,700,11,57,748,304,1119,756
crRNA0778:1158-1180_FirstOrder_14,1454,246,1059,33,240,982,674,1304,1131
crRNA0778:1158-1180_FirstOrder_15,1203,268,977,52,320,898,817,1546,1217
crRNA0778:1158-1180_FirstOrder_16,1617,336,1158,110,396,1199,1101,1319,1444
crRNA0778:1158-1180_FirstOrder_17,997,333,852,65,131,952,930,1275,990
crRNA0778:1158-1180_FirstOrder_18,1047,304,863,9,640,785,517,1295,864
crRNA0778:1158-1180_FirstOrder_19,1097,197,752,51,322,701,662,1183,1014
crRNA0778:1158-1180_FirstOrder_20,1410,340,1341,34,498,1263,1015,1591,1296
crRNA0778:1158-1180_FirstOrder_21,1456,399,1110,102,210,1181,1169,1677,1354
crRNA0778:1158-1180_FirstOrder_22,1464,242,1058,89,451,886,773,1337,978
crRNA0778:1158-1180_FirstOrder_23,1218,225,894,84,388,831,777,1399,846
crRNA0927:1382-1404_FirstOrder_01,1243,321,1058,106,229,1434,686,1101,1045
crRNA0927:1382-1404_FirstOrder_02,964,196,716,96,236,1076,361,800,688
crRNA0927:1382-1404_FirstOrder_03,1368,256,1113,142,544,1756,672,858,757
crRNA0927:1382-1404_FirstOrder_04,1173,491,864,77,387,1379,458,916,726
crRNA0927:1382-1404_FirstOrder_05,1200,197,844,56,464,1392,518,928,626
crRNA0927:1382-1404_FirstOrder_06,1174,239,824,109,361,1167,433,789,661
crRNA0927:1382-1404_FirstOrder_07,1208,298,1000,115,749,1794,509,681,784
crRNA0927:1382-1404_FirstOrder_08,923,184,734,49,566,1624,230,404,428
crRNA0927:1382-1404_FirstOrder_09,1455,350,1082,185,791,2042,448,972,642
crRNA0927:1382-1404_FirstOrder_10,1122,300,852,63,507,1538,364,663,505
crRNA0927:1382-1404_FirstOrder_11,1213,167,941,114,421,1474,445,815,929
crRNA0927:1382-1404_FirstOrder_12,992,122,834,125,503,1043,286,810,568
crRNA0927:1382-1404_FirstOrder_13,1208,340,1009,178,824,1872,393,972,785
crRNA0927:1382-1404_FirstOrder_14,1206,322,1056,213,664,1876,393,796,699
crRNA0927:1382-1404_FirstOrder_15,952,225,826,41,79,978,482,608,609
crRNA0927:1382-1404_FirstOrder_16,1138,287,864,63,232,970,632,1126,957
crRNA0927:1382-1404_FirstOrder_17,1356,352,970,81,293,824,814,1437,1011
crRNA0927:1382-1404_FirstOrder_18,1065,307,896,58,311,757,761,897,830
crRNA0927:1382-1404_FirstOrder_19,1126,353,1013,55,378,1092,537,883,1108
crRNA0927:1382-1404_FirstOrder_20,1161,272,851,108,399,1088,321,628,706
crRNA0927:1382-1404_FirstOrder_21,1596,420,1311,181,456,2360,590,881,882
crRNA0927:1382-1404_FirstOrder_22,1059,212,844,186,523,2000,408,416,421
crRNA0927:1382-1404_FirstOrder_23,1397,422,1283,119,701,2080,582,761,729
crRNA1033:1532-1554_FirstOrder_01,1143,272,921,38,312,1020,922,1260,1112
crRNA1033:1532-1554_FirstOrder_02,1194,343,1030,107,417,1112,846,1213,1059
crRNA1033:1532-1554_FirstOrder_03,1128,291,1073,116,258,1104,630,1161,1164
crRNA1033:1532-1554_FirstOrder_04,1176,382,1029,90,52,1094,971,1441,868
crRNA1033:1532-1554_FirstOrder_05,1481,414,1303,113,334,1279,992,1481,1208
crRNA1033:1532-1554_FirstOrder_06,1381,232,1129,56,227,1083,879,1068,1019
crRNA1033:1532-1554_FirstOrder_07,1606,442,1396,92,292,1492,1141,1746,1423
crRNA1033:1532-1554_FirstOrder_08,1228,386,885,97,692,880,947,1388,1061
crRNA1033:1532-1554_FirstOrder_09,1637,477,1286,62,708,1136,1286,1728,1426
crRNA1033:1532-1554_FirstOrder_10,969,184,1052,7,271,836,643,1211,1088
crRNA1033:1532-1554_FirstOrder_11,1292,342,943,8,351,1026,627,1260,1108
crRNA1033:1532-1554_FirstOrder_12,1538,391,1160,53,313,1196,941,1421,1263
crRNA1033:1532-1554_FirstOrder_13,1603,363,1236,57,514,1160,1195,1661,1462
crRNA1033:1532-1554_FirstOrder_14,1300,333,1028,74,228,967,887,1440,1236
crRNA1033:1532-1554_FirstOrder_15,1216,298,1090,18,429,863,690,1168,1095
crRNA1033:1532-1554_FirstOrder_16,1326,426,1181,107,446,1181,1164,1735,1466
crRNA1033:1532-1554_FirstOrder_17,1493,277,1352,93,419,1186,813,1304,1395
crRNA1033:1532-1554_FirstOrder_18,1321,355,1070,115,326,1063,1101,1549,1094
crRNA1033:1532-1554_FirstOrder_19,1436,386,1219,149,772,1116,1202,1646,1285
crRNA1033:1532-1554_FirstOrder_20,1425,371,1243,13,340,1186,994,1548,1443
crRNA1033:1532-1554_FirstOrder_21,1798,435,1547,64,470,1456,1333,2229,1802
crRNA1033:1532-1554_FirstOrder_22,1039,158,783,24,217,665,452,995,960
crRNA1033:1532-1554_FirstOrder_23,1488,381,1052,54,370,1178,1087,1336,1110
crRNA1066:1574-1596_FirstOrder_01,1049,191,875,75,383,1377,241,607,551
crRNA1066:1574-1596_FirstOrder_02,895,201,731,41,418,1150,244,624,423
crRNA1066:1574-1596_FirstOrder_03,1034,202,913,52,165,1204,207,603,502
crRNA1066:1574-1596_FirstOrder_04,1185,256,969,117,300,1926,221,740,547
crRNA1066:1574-1596_FirstOrder_05,1357,279,998,79,438,1737,451,881,855
crRNA1066:1574-1596_FirstOrder_06,1211,236,951,48,410,1308,611,823,694
crRNA1066:1574-1596_FirstOrder_07,1070,210,810,57,360,1341,372,720,559
crRNA1066:1574-1596_FirstOrder_08,940,180,818,44,357,1312,284,484,555
crRNA1066:1574-1596_FirstOrder_09,888,82,696,39,173,1042,163,404,530
crRNA1066:1574-1596_FirstOrder_10,1123,251,1154,40,333,1858,453,782,921
crRNA1066:1574-1596_FirstOrder_11,925,217,757,8,364,755,418,1030,763
crRNA1066:1574-1596_FirstOrder_12,1129,276,892,61,278,984,406,1029,1005
crRNA1066:1574-1596_FirstOrder_13,1396,264,1089,50,589,1182,743,1307,1101
crRNA1066:1574-1596_FirstOrder_14,1126,137,639,26,110,622,206,901,761
crRNA1066:1574-1596_FirstOrder_15,1297,321,1099,27,339,866,600,1507,1120
crRNA1066:1574-1596_FirstOrder_16,904,118,751,39,128,778,500,1051,1029
crRNA1066:1574-1596_FirstOrder_17,889,185,798,42,193,740,305,1034,768
crRNA1066:1574-1596_FirstOrder_18,1030,169,811,152,309,820,525,1071,1064
crRNA1066:1574-1596_FirstOrder_19,28319,179,861,16,310,796,590,1109,4697
crRNA1066:1574-1596_FirstOrder_20,729,271,686,57,318,649,474,823,688
crRNA1066:1574-1596_FirstOrder_21,1159,239,800,88,451,963,421,660,654
crRNA1066:1574-1596_FirstOrder_22,939,236,763,46,251,1124,336,810,627
crRNA1066:1574-1596_FirstOrder_23,981,153,715,56,436,1379,341,467,389
crRNA1187:1785-1807_FirstOrder_01,536,75,310,16,103,314,85,669,602
crRNA1187:1785-1807_FirstOrder_03,507,53,331,8,90,239,78,500,360
crRNA1187:1785-1807_FirstOrder_05,368,54,284,8,13,180,53,440,340
crRNA1187:1785-1807_FirstOrder_06,617,87,378,1,57,296,117,650,536
crRNA1187:1785-1807_FirstOrder_07,430,157,318,7,27,265,180,568,396
crRNA1187:1785-1807_FirstOrder_09,626,63,482,10,48,302,157,632,689
crRNA1187:1785-1807_FirstOrder_10,582,86,424,15,80,375,131,852,549
crRNA1187:1785-1807_FirstOrder_11,553,60,449,5,7,350,124,798,578
crRNA1187:1785-1807_FirstOrder_13,731,108,519,21,154,533,289,820,656
crRNA1187:1785-1807_FirstOrder_15,724,172,681,51,186,509,288,818,742
crRNA1187:1785-1807_FirstOrder_16,873,117,745,19,166,476,341,879,898
crRNA1187:1785-1807_FirstOrder_18,611,77,524,15,82,477,251,618,629
crRNA1187:1785-1807_FirstOrder_20,644,62,401,15,32,371,74,714,550
crRNA1187:1785-1807_FirstOrder_21,789,96,589,10,166,496,205,850,711
crRNA1187:1785-1807_FirstOrder_22,444,64,376,5,21,219,103,468,384
crRNA1187:1785-1807_FirstOrder_23,667,78,520,24,138,476,168,733,589
crRNA1325:2096-2118_FirstOrder_01,1165,262,1045,39,674,1364,740,916,960
crRNA1325:2096-2118_FirstOrder_02,1063,305,883,82,467,1046,627,769,959
crRNA1325:2096-2118_FirstOrder_03,598,113,445,20,117,481,262,661,555
crRNA1325:2096-2118_FirstOrder_04,917,199,777,48,489,983,454,699,819
crRNA1325:2096-2118_FirstOrder_05,1006,155,901,29,175,849,483,1266,1106
crRNA1325:2096-2118_FirstOrder_06,785,133,720,9,207,612,460,785,763
crRNA1325:2096-2118_FirstOrder_07,666,344,697,99,496,701,582,746,708
crRNA1325:2096-2118_FirstOrder_08,801,187,670,47,173,640,476,811,689
crRNA1325:2096-2118_FirstOrder_09,1024,215,822,83,208,726,568,1112,919
crRNA1325:2096-2118_FirstOrder_10,612,152,530,57,215,598,415,789,630
crRNA1325:2096-2118_FirstOrder_11,746,154,569,28,406,477,409,757,768
crRNA1325:2096-2118_FirstOrder_12,589,58,439,12,115,412,344,753,492
crRNA1325:2096-2118_FirstOrder_13,772,91,597,17,75,486,198,680,595
crRNA1325:2096-2118_FirstOrder_14,867,166,794,36,91,818,362,901,1019
crRNA1325:2096-2118_FirstOrder_15,796,113,587,48,132,497,456,914,649
crRNA1325:2096-2118_FirstOrder_16,765,255,699,30,121,511,271,762,802
crRNA1325:2096-2118_FirstOrder_17,678,123,534,8,292,487,315,771,626
crRNA1325:2096-2118_FirstOrder_18,739,66,602,48,56,840,287,761,689
crRNA1325:2096-2118_FirstOrder_19,964,150,811,26,190,709,499,806,927
crRNA1325:2096-2118_FirstOrder_20,534,106,652,28,58,561,285,495,515
crRNA1325:2096-2118_FirstOrder_21,716,157,522,34,74,494,259,618,804
crRNA1325:2096-2118_FirstOrder_22,622,190,532,30,141,536,307,930,565
crRNA1325:2096-2118_FirstOrder_23,786,183,674,27,235,577,504,729,787
crRNA1346:2119-2141_FirstOrder_01,1210,363,1013,116,370,1395,571,750,778
crRNA1346:2119-2141_FirstOrder_02,1094,300,998,53,270,861,518,1169,1050
crRNA1346:2119-2141_FirstOrder_03,1039,307,951,179,521,1077,716,1140,967
crRNA1346:2119-2141_FirstOrder_04,903,271,903,71,386,837,604,1025,661
crRNA1346:2119-2141_FirstOrder_05,1027,340,870,74,402,1092,506,814,885
crRNA1346:2119-2141_FirstOrder_06,682,415,692,82,156,924,426,719,638
crRNA1346:2119-2141_FirstOrder_07,1332,352,1192,25,876,1443,682,1020,1072
crRNA1346:2119-2141_FirstOrder_08,737,216,693,57,244,1046,305,458,602
crRNA1346:2119-2141_FirstOrder_09,735,155,800,99,567,752,511,690,756
crRNA1346:2119-2141_FirstOrder_10,951,212,796,47,419,967,464,903,722
crRNA1346:2119-2141_FirstOrder_11,622,190,490,58,150,767,387,471,522
crRNA1346:2119-2141_FirstOrder_12,1196,284,892,95,536,1079,738,1144,967
crRNA1346:2119-2141_FirstOrder_13,1007,370,869,48,336,1268,654,841,934
crRNA1346:2119-2141_FirstOrder_14,873,296,741,87,142,854,538,1043,890
crRNA1346:2119-2141_FirstOrder_15,1357,313,1115,50,232,1110,810,1436,1321
crRNA1346:2119-2141_FirstOrder_16,1100,268,948,66,289,727,654,1102,1017
crRNA1346:2119-2141_FirstOrder_17,714,224,660,47,104,822,426,678,648
crRNA1346:2119-2141_FirstOrder_18,1045,238,636,26,378,742,665,917,699
crRNA1346:2119-2141_FirstOrder_19,865,217,731,50,421,693,566,820,902
crRNA1346:2119-2141_FirstOrder_20,1137,268,850,35,480,975,590,1132,715
crRNA1346:2119-2141_FirstOrder_21,920,290,758,111,301,855,663,797,839
crRNA1346:2119-2141_FirstOrder_22,738,195,744,65,141,894,485,576,657
crRNA1346:2119-2141_FirstOrder_23,842,250,868,72,284,1238,386,733,716
crRNA1350:2126-2148_FirstOrder_01,970,250,786,25,181,876,483,828,700
crRNA1350:2126-2148_FirstOrder_02,1482,327,1308,60,359,1408,1044,1180,1221
crRNA1350:2126-2148_FirstOrder_03,1353,221,1019,156,381,1519,696,1074,940
crRNA1350:2126-2148_FirstOrder_04,1108,286,829,67,561,1090,603,622,891
crRNA1350:2126-2148_FirstOrder_05,985,271,836,38,543,1271,467,676,587
crRNA1350:2126-2148_FirstOrder_06,1208,233,953,44,268,1093,523,962,912
crRNA1350:2126-2148_FirstOrder_07,1135,297,846,108,629,1054,771,908,867
crRNA1350:2126-2148_FirstOrder_08,1274,456,1092,113,449,1561,812,820,900
crRNA1350:2126-2148_FirstOrder_09,982,228,772,94,179,759,602,1169,911
crRNA1350:2126-2148_FirstOrder_10,1357,367,1111,86,460,1231,834,1316,1024
crRNA1350:2126-2148_FirstOrder_11,943,310,879,76,243,1002,660,707,730
crRNA1350:2126-2148_FirstOrder_12,1253,291,861,65,269,1057,577,995,826
crRNA1350:2126-2148_FirstOrder_13,1296,313,970,79,404,1291,638,1041,942
crRNA1350:2126-2148_FirstOrder_14,1247,297,1019,152,339,1308,1082,848,955
crRNA1350:2126-2148_FirstOrder_15,1106,322,741,80,283,851,884,1245,915
crRNA1350:2126-2148_FirstOrder_16,741,233,721,17,52,690,628,1098,747
crRNA1350:2126-2148_FirstOrder_17,967,203,748,99,37,844,622,1125,891
crRNA1350:2126-2148_FirstOrder_18,778,205,694,40,90,689,628,840,604
crRNA1350:2126-2148_FirstOrder_19,941,218,806,45,636,931,775,1138,1065
crRNA1350:2126-2148_FirstOrder_20,1577,418,1156,109,551,1174,1075,1386,1247
crRNA1350:2126-2148_FirstOrder_21,905,224,790,32,139,641,537,849,820
crRNA1350:2126-2148_FirstOrder_22,1348,283,1019,55,137,1205,758,1394,896
crRNA1350:2126-2148_FirstOrder_23,1149,290,872,61,382,1171,508,995,995
crRNA1377:2160-2182_FirstOrder_01,1267,326,1173,166,773,1588,659,966,773
crRNA1377:2160-2182_FirstOrder_02,1113,287,1017,122,696,1477,832,986,698
crRNA1377:2160-2182_FirstOrder_03,1147,407,1024,148,506,1265,562,839,831
crRNA1377:2160-2182_FirstOrder_04,1210,310,930,131,590,1204,737,804,1051
crRNA1377:2160-2182_FirstOrder_05,1157,365,924,70,419,1197,698,950,873
crRNA1377:2160-2182_FirstOrder_06,1081,315,861,75,240,822,742,1133,842
crRNA1377:2160-2182_FirstOrder_07,1041,376,1086,239,288,1398,862,646,814
crRNA1377:2160-2182_FirstOrder_08,996,317,945,78,172,1021,605,858,783
crRNA1377:2160-2182_FirstOrder_09,1261,368,1016,133,126,1283,678,943,929
crRNA1377:2160-2182_FirstOrder_10,1390,616,894,164,594,1216,700,893,929
crRNA1377:2160-2182_FirstOrder_11,1318,491,1403,308,564,1633,1064,1257,1147
crRNA1377:2160-2182_FirstOrder_12,1209,371,1052,57,288,1583,926,1045,883
crRNA1377:2160-2182_FirstOrder_13,1158,347,907,67,487,1144,563,770,800
crRNA1377:2160-2182_FirstOrder_14,970,305,896,147,640,1094,641,764,731
crRNA1377:2160-2182_FirstOrder_15,918,304,846,100,388,1055,475,743,811
crRNA1377:2160-2182_FirstOrder_16,1400,504,1154,15,528,1174,917,1360,1075
crRNA1377:2160-2182_FirstOrder_17,934,278,868,48,312,839,879,1099,779
crRNA1377:2160-2182_FirstOrder_18,1230,364,988,123,428,1010,1121,1530,1236
crRNA1377:2160-2182_FirstOrder_19,1007,290,771,116,504,903,851,1287,847
crRNA1377:2160-2182_FirstOrder_20,918,281,849,18,357,875,783,1198,946
crRNA1377:2160-2182_FirstOrder_21,1183,402,968,144,490,1155,807,927,707
crRNA1377:2160-2182_FirstOrder_22,1263,388,1018,7,332,1256,772,1247,792
crRNA1377:2160-2182_FirstOrder_23,1223,304,1013,67,265,1039,682,936,1038
crRNA1390:2177-2199_FirstOrder_01,702,79,531,64,210,573,451,620,645
crRNA1390:2177-2199_FirstOrder_02,950,195,833,26,247,621,468,1150,968
crRNA1390:2177-2199_FirstOrder_03,1088,156,891,23,281,757,470,1187,1073
crRNA1390:2177-2199_FirstOrder_04,987,209,895,6,226,688,464,920,941
crRNA1390:2177-2199_FirstOrder_05,859,277,680,51,426,782,469,1110,777
crRNA1390:2177-2199_FirstOrder_06,628,85,660,41,264,559,362,870,753
crRNA1390:2177-2199_FirstOrder_07,924,184,875,27,291,804,530,1174,1078
