Input_R1,Input_R2,D7_R1,D7_R2,D14_R1,D14_R2
GALNT2_crRNA1003:1200-1226_B7_0.01106_0.376155381124062,717,1042,775,813,692,661
GALNT2_crRNA1004:1201-1227_B19_0.0224_0.401904806388034,562,1148,504,866,430,1097
GALNT2_crRNA1005:1202-1228_B3_0.008222_0.364129491490675,591,838,588,702,386,607
GALNT2_crRNA1006:1203-1229_B11_0.01673_0.386085480053108,587,893,520,878,395,870
GALNT2_crRNA1008:1205-1231_B25_0.02665_0.411473481377396,470,810,629,700,724,665
GALNT2_crRNA1081:1301-1327_T6_0.9949_0.788708372059031,520,720,482,673,359,479
GALNT2_crRNA1083:1303-1329_T7_0.9946_0.788708372059031,485,677,414,557,280,620
GALNT2_crRNA1284:1551-1577_T5_0.9952_0.789793492203451,643,972,594,739,412,789
GALNT2_crRNA1322:1589-1615_T14_0.9909_0.784543009014695,519,785,459,754,398,1163
GALNT2_crRNA1325:1592-1618_T3_0.9989_0.79932018438335,258,411,317,424,152,386
GALNT2_crRNA1397:1664-1690_B21_0.02297_0.404192744308291,704,1111,789,1019,532,865
GALNT2_crRNA1415:1682-1708_B33_0.03629_0.427267457760991,847,1135,699,992,652,1023
GALNT2_crRNA1421:1688-1714_B31_0.03232_0.4210076639805,1071,1417,895,1184,1125,1370
GALNT2_crRNA1434:1724-1750_T20_0.9816_0.774603216621385,943,1018,701,1069,707,892
GALNT2_crRNA1435:1725-1751_T16_0.9895_0.783143179352584,740,994,700,873,529,733
GALNT2_crRNA1436:1726-1752_T17_0.9892_0.783143179352584,706,869,646,817,583,612
GLO1_crRNA0067:67-93_B31_0.02529_0.513910497836192,683,1097,510,855,343,833
GLO1_crRNA0075:75-101_B13_0.008671_0.443176301352803,652,899,486,911,740,662
GLO1_crRNA0076:76-102_B33_0.02673_0.517219414198781,739,893,629,864,735,654
GLO1_crRNA0080:80-106_B21_0.01445_0.472212461173982,896,1161,718,970,503,1268
GLO1_crRNA0081:104-130_B17_0.01156_0.461020791180726,712,990,587,960,437,748
GLO1_crRNA0082:105-131_B25_0.01806_0.48347287255049,811,1184,716,956,490,826
GLO1_crRNA0090:113-139_B3_0.001445_0.398451921286902,457,659,443,630,501,749
GLO1_crRNA0092:115-141_B19_0.01301_0.463627158283769,1149,1591,867,1520,630,1370
GLO1_crRNA0107:130-156_B7_0.004335_0.407745926316686,837,1075,771,996,607,752
GLO1_crRNA0108:131-157_B15_0.01012_0.448308878749576,609,797,468,552,428,429
GLO1_crRNA0115:138-164_B37_0.03179_0.526865093779226,713,914,649,965,580,1282
GLO1_crRNA0116:139-165_B29_0.02095_0.502681333834321,708,976,644,847,573,1345
GLO1_crRNA0118:141-167_B11_0.007225_0.430449889030832,482,660,494,604,358,548
GLO1_crRNA0120:143-169_B1_0_0.372176445680171,583,802,690,954,593,696
GLO1_crRNA0122:145-171_B27_0.01951_0.486333564568257,494,657,420,669,285,529
GLO1_crRNA0124:147-173_B35_0.02818_0.522272538338895,385,525,340,525,432,661
GLO1_crRNA0130:177-203_B9_0.00578_0.426741528207456,549,770,577,813,352,685
GLO1_crRNA0147:194-220_T8_0.9668_0.736764580192845,608,868,592,805,451,717
GLO1_crRNA0181:354-380_B39_0.03324_0.528006060413925,421,657,436,551,255,429
GLO1_crRNA0205:378-404_T16_0.9574_0.733290624497296,519,689,355,507,247,452
GLO1_crRNA0217:390-416_T18_0.9552_0.731897649060701,569,832,499,727,517,583
GLO1_crRNA0219:392-418_T19_0.9545_0.731836727910227,811,1015,730,889,604,755
GLO1_crRNA0220:393-419_T20_0.9538_0.731836727910227,598,861,530,790,355,571
GLO1_crRNA0221:394-420_T7_0.9675_0.737541328562479,720,938,520,789,400,557
GLO1_crRNA0222:395-421_T2_0.9913_0.76258919460222,512,806,491,658,386,647
GLO1_crRNA0223:396-422_T1_0.9921_0.762718443190883,727,830,694,817,489,795
GLO1_crRNA0240:413-439_T6_0.9747_0.741480264515147,515,745,494,699,348,520
GLO1_crRNA0266:439-465_T11_0.9617_0.733480997015293,690,854,786,872,907,1533
GLO1_crRNA0275:448-474_T10_0.9624_0.733719600364769,516,803,422,667,310,1140
GLO1_crRNA0327:500-526_T9_0.9653_0.736115971560294,260,468,235,423,225,387
GLO1_crRNA0328:501-527_T5_0.9769_0.742649808451249,383,594,331,452,437,391
GLO1_crRNA0329:502-528_T4_0.979_0.744738273189421,455,633,401,504,321,321
GLO1_crRNA0343:516-542_T12_0.9603_0.733331238486648,162,501,270,486,233,369
GLO1_crRNA0356:529-555_T3_0.9812_0.746413884626199,346,707,373,603,221,491
GLO1_crRNA0368:541-567_T17_0.9559_0.732579498060261,489,850,507,781,470,524
GLO1_crRNA0371:544-570_T13_0.9595_0.733331238486648,213,422,250,454,217,324
GLO1_crRNA0372:545-571_T14_0.9588_0.733331238486648,150,327,203,215,108,178
GLO1_crRNA0374:547-573_T15_0.9581_0.733331238486648,240,469,289,480,254,586
GNA12_crRNA0134:172-198_B17_0.02351_0.392179113890497,1058,1532,936,1502,662,1784
GNA12_crRNA0136:174-200_B3_0.003116_0.331552352595019,1102,1502,968,1444,721,1248
GNA12_crRNA0138:176-202_B15_0.02181_0.391127283856002,1046,1480,1079,1219,1272,935
GNA12_crRNA0142:180-206_B5_0.004816_0.348527286663974,1051,1356,849,1144,638,1040
GNA12_crRNA0146:184-210_B7_0.01473_0.374059343982076,964,1516,827,1199,624,973
GNA12_crRNA0150:188-214_B29_0.03286_0.404127135784805,1056,1578,936,1473,919,2434
GNA12_crRNA0151:189-215_B25_0.02776_0.398687761429557,831,1488,805,1093,714,974
GNA12_crRNA0157:195-221_B33_0.03739_0.409562249138081,146,232,244,384,118,270
GNA12_crRNA0229:281-307_B37_0.03966_0.411621147142165,1037,1260,853,1275,1020,1036
GNA12_crRNA0248:300-326_B27_0.02975_0.402155899204772,1292,1705,1122,1446,614,1365
GNA12_crRNA0250:302-328_B13_0.02011_0.387234360847872,1005,1650,863,1090,828,1588
GNA12_crRNA0256:311-337_B39_0.04249_0.415493431344906,1402,2022,1234,1752,1187,1533
GNA12_crRNA0257:312-338_B19_0.02521_0.394969458316943,1153,1491,1080,1268,700,1087
GNA12_crRNA0258:313-339_B31_0.03683_0.408810583942338,1217,1693,959,1346,859,1079
GNA12_crRNA0410:465-491_T17_0.9819_0.761876134915044,614,833,481,770,482,618
GNA12_crRNA0567:622-648_T10_0.9895_0.771700205459568,538,749,441,566,395,467
GNA12_crRNA0568:623-649_T11_0.9887_0.770308667941946,938,1097,775,923,463,709
GNA12_crRNA0573:628-654_T18_0.9805_0.761155367166827,582,923,561,906,502,977
GNA12_crRNA0574:629-655_T13_0.9853_0.765068108510665,640,938,540,855,407,1195
GNA12_crRNA0585:640-666_T5_0.998_0.789793492203451,621,765,511,707,491,838
GNA12_crRNA0586:641-667_T1_0.9997_0.818202000166227,724,800,633,662,825,628
GNA12_crRNA0592:647-673_T20_0.9785_0.758723677887165,450,705,385,680,267,614
GNA12_crRNA0595:650-676_T7_0.9938_0.77615747928922,603,921,618,725,487,598
GNA12_crRNA0596:651-677_T8_0.9935_0.77615747928922,615,874,697,738,571,908
GNA12_crRNA0597:652-678_T9_0.9932_0.77615747928922,675,913,629,713,802,483
GNA12_crRNA0598:653-679_T4_0.9983_0.790975213505376,601,842,628,708,608,582
GNA12_crRNA0604:659-685_T19_0.9802_0.761155367166827,547,802,473,829,379,1546
GNA12_crRNA0605:660-686_T3_0.9986_0.794583452639286,542,710,482,642,342,898
GNA12_crRNA0748:826-852_T6_0.9949_0.778289792533445,503,615,363,485,360,340
GNA12_crRNA0749:827-853_T16_0.9824_0.76258919460222,522,756,383,532,346,426
GNA12_crRNA0766:844-870_B21_0.02606_0.398381993230727,745,1069,753,954,768,849
GNA12_crRNA0768:846-872_B11_0.01813_0.38044356825174,1080,1381,947,1182,906,1164
GNA12_crRNA0769:847-873_B35_0.03824_0.409891523648482,973,1489,872,1306,635,1738
GNA12_crRNA0792:870-896_T12_0.9856_0.765939637571838,499,515,399,502,267,356
GNA12_crRNA0836:914-940_B1_0_0.277271193388809,512,785,440,621,446,517
GNA12_crRNA0866:944-970_T15_0.9827_0.762714929931095,778,948,619,902,525,613
GNA12_crRNA0987:1065-1091_T2_0.9989_0.807658930934226,669,809,537,649,483,979
GNA12_crRNA0988:1066-1092_T14_0.985_0.764875917365907,731,914,570,787,457,624
GNA12_crRNA1101:1179-1205_B9_0.01615_0.376595758356441,518,731,445,665,301,557
GRPEL1_crRNA0146:146-172_T16_0.9873_0.775885917794149,1067,1362,815,1052,689,930
GRPEL1_crRNA0147:147-173_T17_0.9854_0.772474965188732,1004,1192,859,1102,1283,1193
GRPEL1_crRNA0148:148-174_T18_0.9849_0.772474965188732,1021,1313,765,1069,520,1083
GRPEL1_crRNA0154:154-180_T13_0.9892_0.777458134322084,951,1183,655,926,468,1064
GRPEL1_crRNA0158:158-184_T15_0.9882_0.777153334605565,723,871,647,874,525,896
GRPEL1_crRNA0165:165-191_T10_0.992_0.786482499456472,758,888,652,928,591,624
GRPEL1_crRNA0169:169-195_T7_0.9948_0.790575032666377,1053,1236,680,1051,641,839
GRPEL1_crRNA0174:174-200_T14_0.9887_0.777427346952336,854,1003,643,919,453,719
GRPEL1_crRNA0230:230-256_B39_0.05613_0.518473755717878,656,869,484,860,342,1454
GRPEL1_crRNA0231:231-257_B29_0.03208_0.487304150713476,588,912,564,866,491,866
GRPEL1_crRNA0232:232-258_B21_0.01934_0.4662881901418,730,1087,680,1028,638,1214
GRPEL1_crRNA0268:268-294_T9_0.9929_0.787218981914991,564,794,535,741,416,558
GRPEL1_crRNA0272:272-298_T3_0.9986_0.808728526856201,677,1026,726,961,532,737
GRPEL1_crRNA0273:273-299_T19_0.9835_0.771567097117549,683,794,535,702,799,949
GRPEL1_crRNA0304:304-330_B27_0.03066_0.485091444864402,619,823,469,832,382,1012
GRPEL1_crRNA0306:306-332_B25_0.02972_0.485091444864402,387,569,377,494,372,411
GRPEL1_crRNA0316:316-342_B11_0.007547_0.423061787995349,508,789,514,681,415,1215
GRPEL1_crRNA0317:317-343_B7_0.00283_0.371070992226115,411,717,435,630,299,429
GRPEL1_crRNA0319:319-345_B9_0.004245_0.385928310384705,514,726,471,660,436,457
GRPEL1_crRNA0320:320-346_B3_0.0009434_0.280012312510991,413,813,423,734,649,869
GRPEL1_crRNA0321:321-347_B19_0.0184_0.463177659552417,523,1023,591,786,849,749
GRPEL1_crRNA0322:322-348_B13_0.009906_0.436276825625623,366,721,418,448,227,432
GRPEL1_crRNA0325:325-351_B17_0.01509_0.454988964112308,354,602,387,583,352,698
GRPEL1_crRNA0329:329-355_B15_0.01179_0.445229013426572,424,652,442,612,416,509
GRPEL1_crRNA0332:332-358_B23_0.02264_0.471335800646171,511,816,403,602,199,537
GRPEL1_crRNA0339:339-365_B33_0.04811_0.512274092593395,645,818,593,774,372,759
GRPEL1_crRNA0362:362-388_T1_0.9995_0.829940409805228,700,878,592,799,472,827
GRPEL1_crRNA0363:363-389_T8_0.9943_0.78992304828003,584,801,455,707,325,561
GRPEL1_crRNA0364:364-390_T2_0.9991_0.815241318619521,753,802,555,944,642,1017
GRPEL1_crRNA0365:365-391_T5_0.9958_0.792173141702487,619,748,465,665,670,883
GRPEL1_crRNA0366:366-392_T6_0.9953_0.792173141702487,656,817,536,808,446,926
GRPEL1_crRNA0551:574-600_T20_0.983_0.771551462184961,463,739,419,572,404,431
GRPEL1_crRNA0552:575-601_T11_0.9901_0.780338848471132,376,709,371,599,310,525
GRPEL1_crRNA0709:732-758_T12_0.9896_0.779506427922092,542,727,433,590,311,420
GRPEL1_crRNA0710:733-759_T4_0.9967_0.801065977800853,489,704,368,527,513,385
GRPEL1_crRNA0743:766-792_B35_0.05142_0.514814548480054,752,974,683,888,492,738
GRPEL1_crRNA0746:769-795_B5_0.001887_0.318624561495643,831,1160,695,890,883,817
GRPEL1_crRNA0749:772-798_B1_0_0.253275685420747,935,1190,716,985,809,1110
GRPEL1_crRNA0751:774-800_B37_0.05377_0.516238015539434,296,492,285,403,169,299
GRPEL1_crRNA0752:775-801_B31_0.03868_0.499375170709941,207,383,199,319,108,217
HENMT1_crRNA0209:284-310_T14_0.9874_0.769175260743942,491,691,433,639,474,809
HENMT1_crRNA0215:290-316_T3_0.9976_0.79183452880552,605,983,486,649,524,526
HENMT1_crRNA0241:316-342_B14_0.01024_0.501924079363295,345,608,291,403,182,334
HENMT1_crRNA0242:317-343_B17_0.01261_0.511470503710048,280,580,254,489,188,436
HENMT1_crRNA0243:318-344_B16_0.01182_0.51109386908851,416,635,433,579,319,476
HENMT1_crRNA0244:319-345_B20_0.01497_0.526578843253843,316,434,306,435,333,368
HENMT1_crRNA0280:378-404_T19_0.9827_0.767139129973535,825,882,554,827,871,691
HENMT1_crRNA0287:385-411_T18_0.9835_0.767400089024344,697,770,577,803,526,946
HENMT1_crRNA0290:388-414_T6_0.9937_0.776731134679793,638,878,575,715,442,532
HENMT1_crRNA0291:389-415_T15_0.9866_0.768685496216393,726,884,602,820,493,747
HENMT1_crRNA0392:490-516_T16_0.9858_0.768571106549527,527,704,449,661,341,667
HENMT1_crRNA0438:565-591_T12_0.989_0.770258452075755,291,420,310,451,240,251
HENMT1_crRNA0516:643-669_T17_0.9842_0.767785459942571,527,717,431,672,366,529
HENMT1_crRNA0544:671-697_T11_0.9898_0.771781848276463,442,681,419,498,392,583
HENMT1_crRNA0716:843-869_T7_0.9929_0.77598697407146,325,558,332,474,150,422
HENMT1_crRNA0721:848-874_T13_0.9882_0.769272458810047,360,593,344,485,294,417
HENMT1_crRNA0722:849-875_T2_0.9984_0.808728526856201,672,721,387,591,301,519
HENMT1_crRNA0723:850-876_T1_0.9992_0.809949391143374,478,796,357,468,328,438
HENMT1_crRNA0727:854-880_B10_0.007092_0.492266983108381,584,631,379,492,385,421
HENMT1_crRNA0905:1080-1106_B18_0.0134_0.521714972243421,724,815,522,710,552,609
HENMT1_crRNA0906:1081-1107_B15_0.01103_0.511003878762052,514,853,481,710,350,805
HENMT1_crRNA0924:1099-1125_T20_0.9819_0.765490816386913,606,880,582,787,391,1022
HENMT1_crRNA0970:1145-1171_B12_0.008668_0.500661178611263,534,740,442,651,286,737
HENMT1_crRNA0975:1150-1176_B8_0.005516_0.487621839352399,682,900,639,823,512,588
HENMT1_crRNA0986:1161-1187_B1_0_0.364912735230716,571,660,525,715,301,696
HENMT1_crRNA0987:1162-1188_B13_0.009456_0.501063577117692,932,1166,720,1010,664,1096
HENMT1_crRNA0988:1163-1189_B4_0.002364_0.478971665201782,755,879,460,783,349,570
HENMT1_crRNA0990:1165-1191_B7_0.004728_0.483141614722514,829,897,764,766,583,614
HENMT1_crRNA0991:1166-1192_B9_0.006304_0.487761109753557,500,805,505,658,415,645
HENMT1_crRNA0992:1167-1193_B3_0.001576_0.459523958333163,597,855,514,724,535,515
HENMT1_crRNA0993:1168-1194_B19_0.01418_0.526204273386948,457,678,547,593,382,483
HENMT1_crRNA1016:1191-1217_T8_0.9921_0.773034094133216,694,803,544,774,464,744
HENMT1_crRNA1017:1192-1218_T9_0.9913_0.773034094133216,570,774,568,656,454,580
HENMT1_crRNA1018:1193-1219_T4_0.9953_0.776973177142109,545,878,560,793,457,946
HENMT1_crRNA1034:1209-1235_B11_0.00788_0.498142894581253,471,749,396,541,253,674
HENMT1_crRNA1040:1215-1241_B6_0.00394_0.481591124428924,408,676,424,555,297,469
HENMT1_crRNA1041:1216-1242_B5_0.003152_0.479508393404059,594,844,464,727,313,564
HENMT1_crRNA1046:1221-1247_B2_0.000788_0.450814694890888,440,641,365,638,377,677
HENMT1_crRNA1159:1359-1385_T10_0.9905_0.772661543745814,818,966,647,826,446,793
HENMT1_crRNA1161:1361-1387_T5_0.9945_0.776734339462599,635,846,514,738,461,615
HEY1_crRNA0152:209-235_B43_0.03078_0.405891841356428,504,553,476,614,285,731
HEY1_crRNA0211:268-294_T16_0.981_0.76228681177631,698,985,476,951,567,1168
HEY1_crRNA0215:272-298_T12_0.9882_0.768343622674427,468,752,477,756,362,641
HEY1_crRNA0277:368-394_T19_0.979_0.761702992811741,543,871,611,889,604,719
HEY1_crRNA0308:399-425_T3_0.9967_0.776973177142109,519,951,449,658,284,571
HEY1_crRNA0313:404-430_T9_0.9902_0.770082825464013,627,843,535,720,425,598
HEY1_crRNA0314:405-431_T2_0.998_0.792573361956399,541,779,513,661,330,791
HEY1_crRNA0366:504-530_T20_0.9784_0.761315022049065,409,614,385,535,285,287
HEY1_crRNA0377:515-541_T17_0.9804_0.76228681177631,378,439,426,517,226,539
HEY1_crRNA0379:517-543_T18_0.9797_0.76228681177631,620,726,519,570,331,307
HEY1_crRNA0414:552-578_T13_0.9849_0.76394101487612,465,491,279,517,241,452
HEY1_crRNA0416:554-580_T7_0.9915_0.773476907193157,540,747,472,755,435,919
HEY1_crRNA0420:558-584_T11_0.9889_0.768685496216393,354,657,360,608,303,621
HEY1_crRNA0422:560-586_T10_0.9895_0.770005819712242,437,731,389,520,280,657
HEY1_crRNA0423:561-587_T8_0.9908_0.771634878440787,486,671,372,510,283,466
HEY1_crRNA0427:565-591_T6_0.9921_0.773671443088963,412,595,352,460,177,393
HEY1_crRNA0436:574-600_T4_0.9941_0.774757715316505,595,939,521,827,453,685
HEY1_crRNA0437:575-601_T5_0.9935_0.774757715316505,561,861,528,790,402,608
HEY1_crRNA0444:582-608_T14_0.9843_0.763161831487985,917,1269,728,1084,537,943
HEY1_crRNA0445:583-609_T15_0.9836_0.763161831487985,808,1014,705,879,504,794
HEY1_crRNA0568:706-732_B46_0.03274_0.408066261183402,1068,1740,920,1247,766,1079
HEY1_crRNA0587:748-774_B49_0.03471_0.409845782558783,628,892,504,700,350,954
HEY1_crRNA0596:757-783_B10_0.005894_0.348399566134834,727,1081,680,1039,404,1041
HEY1_crRNA0599:760-786_B4_0.001965_0.323210063204331,755,1018,707,915,461,619
HEY1_crRNA0605:766-792_B34_0.02358_0.394770919923073,684,982,688,901,475,657
HEY1_crRNA0607:768-794_B58_0.04257_0.419424660893128,807,1140,764,1072,1321,1886
HEY1_crRNA0608:769-795_B37_0.02554_0.397220737375294,631,913,610,941,689,994
HEY1_crRNA0609:770-796_B55_0.0406_0.417717795553842,890,1111,848,1129,668,1022
HEY1_crRNA0619:780-806_B25_0.01768_0.383062340890619,781,1106,620,824,718,738
HEY1_crRNA0683:844-870_T1_0.9987_0.795361645607357,802,1083,708,1057,693,1054
HEY1_crRNA0693:854-880_B16_0.01048_0.361759344310715,968,1438,913,1407,821,2252
HEY1_crRNA0696:857-883_B40_0.0275_0.398567550309995,944,1401,898,1326,629,1350
HEY1_crRNA0725:909-935_B13_0.007859_0.356323619012829,966,1077,746,929,648,814
HEY1_crRNA0731:915-941_B1_0_0.300687905690403,970,1296,714,1046,486,755
HEY1_crRNA0735:919-945_B7_0.003929_0.330195758835217,688,933,673,859,612,930
HEY1_crRNA0738:922-948_B31_0.02161_0.384958725534365,561,879,483,753,327,649
HEY1_crRNA0741:925-951_B28_0.01965_0.384958725534365,756,1002,608,903,560,1473
HEY1_crRNA0742:926-952_B52_0.03667_0.411876195897181,710,814,563,717,287,740
HEY1_crRNA0745:929-955_B19_0.01244_0.362763614369089,929,1373,734,1220,479,1155
HEY1_crRNA0750:934-960_B22_0.01572_0.372957618720318,627,830,600,789,752,866
HIPK2_crRNA00359:477-503_T11_0.9972_0.790830326802636,691,894,825,1034,629,2180
HIPK2_crRNA00360:478-504_T12_0.9971_0.790830326802636,756,939,613,721,465,501
HIPK2_crRNA00523:664-690_B43_0.005077_0.353756023183289,544,867,564,719,534,782
HIPK2_crRNA00558:699-725_T20_0.9933_0.776973177142109,505,723,371,588,299,545
HIPK2_crRNA00584:725-751_T7_0.998_0.792777989615774,575,693,412,696,385,646
HIPK2_crRNA00593:734-760_T15_0.9957_0.785496332605598,537,731,522,683,304,580
HIPK2_crRNA00595:736-762_T16_0.9956_0.785496332605598,722,714,517,846,464,810
HIPK2_crRNA00677:818-844_T18_0.9947_0.779491651036862,621,793,544,733,429,800
HIPK2_crRNA00678:819-845_T2_0.9994_0.809562417973529,442,553,408,631,293,678
HIPK2_crRNA01348:1562-1588_T14_0.9959_0.786482499456472,571,799,562,627,334,648
HIPK2_crRNA01700:1961-1987_T19_0.9939_0.778008929905914,949,1100,567,856,504,952
HIPK2_crRNA01823:2108-2134_T5_0.9987_0.80022975161653,663,801,369,583,198,470
HIPK2_crRNA01920:2205-2231_T10_0.9973_0.791015847345193,676,779,586,707,509,968
HIPK2_crRNA01941:2249-2275_T1_0.9999_0.822698506388701,661,958,537,764,380,692
HIPK2_crRNA02022:2330-2356_T6_0.9984_0.79422865016643,409,629,333,590,172,607
HIPK2_crRNA02024:2332-2358_T13_0.9965_0.789303376925468,445,629,519,582,535,403
HIPK2_crRNA02025:2333-2359_T3_0.9988_0.801563652903346,438,637,390,568,232,478
HIPK2_crRNA02232:2540-2566_B28_0.003028_0.339652495347015,488,661,414,563,263,450
HIPK2_crRNA02233:2541-2567_B25_0.002672_0.335719397637949,528,654,476,666,657,500
HIPK2_crRNA02433:2741-2767_B34_0.003919_0.348958891620711,552,884,450,741,703,639
HIPK2_crRNA02565:2943-2969_T17_0.9955_0.782494252609128,636,856,480,796,346,1024
HIPK2_crRNA02568:2946-2972_T9_0.9974_0.791113428273003,420,691,445,622,657,432
HIPK2_crRNA02571:2949-2975_T8_0.9975_0.792143738446537,439,728,483,780,302,676
HIPK2_crRNA02634:3035-3061_T4_0.9988_0.805207698279521,550,831,466,805,296,1501
HIPK2_crRNA02648:3049-3075_B31_0.003474_0.344471254965238,715,848,556,818,308,787
HIPK2_crRNA02887:3311-3337_B1_0_0.230186893865968,498,713,477,688,268,607
HIPK2_crRNA02944:3368-3394_B46_0.005879_0.359146365616338,673,1080,653,853,480,915
HIPK2_crRNA02945:3369-3395_B58_0.008462_0.36556789538103,365,600,377,566,194,630
HIPK2_crRNA03002:3426-3452_B4_0.0002672_0.26659313132295,907,1237,670,1095,522,832
HIPK2_crRNA03004:3428-3454_B40_0.004721_0.350752370775887,1087,1472,888,1266,678,1276
HIPK2_crRNA03012:3436-3462_B22_0.002316_0.332238229838493,748,1165,742,1118,551,1038
HIPK2_crRNA03017:3441-3467_B19_0.001692_0.315623682639793,724,1139,681,956,663,2153
HIPK2_crRNA03032:3456-3482_B52_0.007393_0.362893228461836,1032,1404,916,1267,684,1147
HIPK2_crRNA03033:3457-3483_B37_0.004275_0.349517991923816,851,1202,653,851,421,1016
HIPK2_crRNA03095:3519-3545_B49_0.007126_0.362535228652829,572,775,534,699,462,729
HIPK2_crRNA03102:3549-3575_B7_0.0006235_0.305367797598512,697,874,553,758,931,722
HIPK2_crRNA03105:3552-3578_B13_0.001158_0.31052077480213,577,864,407,762,344,702
HIPK2_crRNA03107:3554-3580_B16_0.001425_0.313960075621706,580,847,518,682,523,479
HIPK2_crRNA03166:3613-3639_B55_0.007927_0.363849835110021,673,1109,696,848,457,1029
HIPK2_crRNA03171:3618-3644_B10_0.0008907_0.31052077480213,591,803,475,644,657,334
HMGA2_crRNA0962:1116-1142_T4_0.9778_0.740624560062976,999,1139,850,1010,707,1349
HMGA2_crRNA0963:1117-1143_T5_0.9774_0.740624560062976,994,1193,764,973,549,945
HMGA2_crRNA0964:1118-1144_T6_0.9771_0.740624560062976,684,978,568,667,421,653
HMGA2_crRNA0966:1120-1146_T7_0.9764_0.740624560062976,612,814,558,749,420,670
HMGA2_crRNA0967:1121-1147_T9_0.9705_0.733417969353917,748,848,594,933,404,826
HMGA2_crRNA0973:1127-1153_T1_0.9987_0.781094950188386,871,1052,680,957,696,645
HMGA2_crRNA0974:1128-1154_T2_0.99_0.751236002791442,937,1311,869,1150,2568,878
HMGA2_crRNA0975:1129-1155_T14_0.9622_0.729294687994563,971,1406,815,1000,561,823
HMGA2_crRNA0982:1136-1162_T8_0.9758_0.740445203369944,1078,1399,825,1311,552,2490
HMGA2_crRNA1008:1162-1188_B27_0.04215_0.395526871253957,952,1178,752,1043,955,773
HMGA2_crRNA1011:1165-1191_B33_0.05509_0.416859925101354,796,1042,695,866,520,740
HMGA2_crRNA1013:1167-1193_B17_0.02887_0.376902490778618,798,1030,673,822,553,934
HMGA2_crRNA1015:1169-1195_B3_0.003319_0.320352511407142,777,831,575,798,411,1230
HMGA2_crRNA1016:1170-1196_B19_0.02987_0.378104788410645,645,934,613,938,644,1449
HMGA2_crRNA1023:1177-1203_B13_0.02323_0.373963751030002,598,889,625,849,790,663
HMGA2_crRNA1025:1179-1205_B1_0.0003319_0.303511855197315,650,940,548,809,368,647
HMGA2_crRNA1028:1182-1208_B5_0.004647_0.328035178254104,842,1088,758,1031,471,903
HMGA2_crRNA1029:1183-1209_B9_0.01394_0.361127577973201,812,1157,740,940,839,954
HMGA2_crRNA1030:1184-1210_B7_0.009957_0.347751227549739,890,1200,687,937,497,1023
